temporada_alta,dif_min,atraso_15,periodo_dia
True,8,False,noche
True,6,False,noche
True,-4,False,noche
True,6,False,noche
True,-4,False,tarde
True,0,False,tarde
True,3,False,tarde
True,-1,False,tarde
True,-10,False,tarde
True,16,True,tarde
True,-1,False,tarde
True,1,False,tarde
True,14,False,tarde
True,8,False,tarde
True,7,False,tarde
True,7,False,tarde
True,5,False,tarde
True,17,True,tarde
True,1,False,tarde
True,12,False,tarde
True,-3,False,tarde
True,33,True,tarde
True,6,False,tarde
True,-4,False,tarde
True,8,False,tarde
True,7,False,tarde
True,-1,False,tarde
True,3,False,tarde
True,-7,False,tarde
True,12,False,tarde
True,-2,False,tarde
True,7,False,tarde
True,14,False,tarde
True,14,False,tarde
True,-5,False,tarde
True,-11,False,noche
True,13,False,noche
True,-2,False,noche
True,-12,False,noche
True,7,False,noche
True,-1,False,noche
True,14,False,noche
True,-7,False,noche
True,-6,False,noche
True,0,False,noche
True,-3,False,noche
True,-9,False,noche
True,-4,False,noche
True,-2,False,noche
True,-7,False,noche
True,-3,False,noche
True,1,False,noche
True,4,False,noche
True,-9,False,noche
True,138,True,noche
True,-1,False,noche
True,-13,False,noche
True,-11,False,noche
True,-11,False,noche
True,-9,False,noche
True,-7,False,noche
True,-5,False,noche
True,-1,False,noche
True,-2,False,noche
True,13,False,noche
True,-9,False,noche
True,-1,False,noche
True,-10,False,mañana
True,2,False,mañana
True,-2,False,mañana
True,31,True,mañana
True,18,True,mañana
True,-13,False,mañana
True,-6,False,mañana
True,0,False,mañana
True,20,True,mañana
True,8,False,mañana
True,11,False,mañana
True,-8,False,mañana
True,88,True,mañana
True,17,True,mañana
True,27,True,mañana
True,2,False,mañana
True,1,False,mañana
True,33,True,mañana
True,11,False,mañana
True,2,False,mañana
True,10,False,mañana
True,-5,False,mañana
True,-1,False,mañana
True,-12,False,mañana
True,-5,False,mañana
True,-3,False,mañana
True,-10,False,mañana
True,3,False,mañana
True,1,False,mañana
True,1,False,mañana
True,35,True,mañana
True,-11,False,mañana
True,-11,False,mañana
True,-10,False,mañana
True,6,False,mañana
True,14,False,mañana
True,-7,False,mañana
True,-11,False,mañana
True,0,False,mañana
True,5,False,mañana
True,18,True,mañana
True,-8,False,mañana
True,-1,False,mañana
True,-11,False,mañana
True,17,True,mañana
True,15,False,mañana
True,1,False,mañana
True,-4,False,mañana
True,30,True,mañana
True,-13,False,mañana
True,-4,False,mañana
True,-5,False,mañana
True,-6,False,mañana
True,-7,False,tarde
True,5,False,tarde
True,25,True,tarde
True,4,False,tarde
True,-10,False,tarde
True,11,False,tarde
True,-14,False,tarde
True,-2,False,tarde
True,-3,False,tarde
True,7,False,tarde
True,9,False,tarde
True,42,True,tarde
True,9,False,tarde
True,4,False,tarde
True,-9,False,tarde
True,-8,False,tarde
True,-7,False,tarde
True,6,False,tarde
True,-5,False,tarde
True,0,False,tarde
True,-9,False,tarde
True,-6,False,tarde
True,1,False,tarde
True,-2,False,tarde
True,-3,False,tarde
True,1,False,tarde
True,-3,False,tarde
True,-4,False,tarde
True,-3,False,tarde
True,-12,False,tarde
True,14,False,tarde
True,-6,False,noche
True,-1,False,noche
True,28,True,noche
True,-1,False,noche
True,-1,False,noche
True,-8,False,noche
True,8,False,noche
True,12,False,noche
True,-8,False,noche
True,-3,False,noche
True,37,True,noche
True,4,False,noche
True,7,False,noche
True,-3,False,noche
True,9,False,noche
True,-1,False,noche
True,-4,False,noche
True,3,False,noche
True,-6,False,noche
True,8,False,noche
True,7,False,noche
True,-7,False,noche
True,-2,False,noche
True,-8,False,noche
True,1,False,noche
True,-14,False,noche
True,-10,False,noche
True,-11,False,noche
True,-2,False,noche
True,27,True,mañana
True,4,False,mañana
True,-2,False,mañana
True,15,False,mañana
True,1,False,noche
True,3,False,noche
True,22,True,noche
True,26,True,noche
True,4,False,noche
True,14,False,noche
True,7,False,noche
True,87,True,noche
True,-1,False,noche
True,-14,False,noche
True,0,False,noche
True,27,True,noche
True,8,False,noche
True,10,False,noche
True,5,False,noche
True,1,False,noche
True,-9,False,noche
True,15,False,noche
True,1,False,noche
True,21,True,noche
True,-1,False,noche
True,-13,False,noche
True,21,True,noche
True,-5,False,noche
True,-2,False,noche
True,6,False,noche
True,-1,False,noche
True,-2,False,noche
True,-8,False,noche
True,-6,False,mañana
True,3,False,mañana
True,16,True,mañana
True,65,True,tarde
True,27,True,mañana
True,0,False,mañana
True,-2,False,mañana
True,2,False,mañana
True,-2,False,mañana
True,-7,False,mañana
True,-3,False,mañana
True,40,True,mañana
True,11,False,mañana
True,-3,False,mañana
True,16,True,mañana
True,13,False,mañana
True,1,False,mañana
True,13,False,mañana
True,-2,False,mañana
True,-3,False,mañana
True,-7,False,mañana
True,28,True,mañana
True,0,False,mañana
True,5,False,mañana
True,-1,False,mañana
True,-8,False,mañana
True,7,False,mañana
True,-9,False,mañana
True,3,False,mañana
True,38,True,tarde
True,6,False,tarde
True,2,False,tarde
True,19,True,tarde
True,15,False,tarde
True,27,True,tarde
True,59,True,tarde
True,14,False,tarde
True,-3,False,tarde
True,14,False,tarde
True,19,True,tarde
True,5,False,tarde
True,13,False,tarde
True,19,True,tarde
True,10,False,tarde
True,37,True,tarde
True,23,True,tarde
True,11,False,tarde
True,7,False,tarde
True,15,False,tarde
True,1,False,tarde
True,15,False,tarde
True,30,True,tarde
True,22,True,tarde
True,37,True,tarde
True,12,False,tarde
True,0,False,tarde
True,6,False,tarde
True,21,True,tarde
True,-2,False,tarde
True,17,True,tarde
True,8,False,mañana
True,6,False,mañana
True,5,False,noche
True,-4,False,noche
True,-10,False,noche
True,12,False,noche
True,-2,False,noche
True,-13,False,noche
True,-12,False,noche
True,-10,False,noche
True,-14,False,noche
True,3,False,noche
True,-6,False,noche
True,-13,False,noche
True,-13,False,noche
True,-9,False,noche
True,-1,False,noche
True,3,False,noche
True,-1,False,noche
True,-12,False,noche
True,-8,False,noche
True,-14,False,noche
True,1,False,noche
True,-6,False,noche
True,-5,False,noche
True,-7,False,noche
True,-1,False,noche
True,-4,False,noche
True,-14,False,noche
True,-5,False,noche
True,32,True,mañana
True,37,True,tarde
True,10,False,tarde
True,-5,False,tarde
True,6,False,tarde
True,13,False,tarde
True,9,False,tarde
True,2,False,tarde
True,32,True,tarde
True,10,False,tarde
True,26,True,tarde
True,13,False,tarde
True,11,False,tarde
True,6,False,tarde
True,14,False,tarde
True,17,True,tarde
True,10,False,tarde
True,-4,False,tarde
True,10,False,tarde
True,9,False,tarde
True,-6,False,tarde
True,3,False,tarde
True,-3,False,tarde
True,-1,False,tarde
True,1,False,tarde
True,46,True,tarde
True,3,False,tarde
True,51,True,tarde
True,0,False,tarde
True,94,True,tarde
True,68,True,tarde
True,23,True,tarde
True,4,False,tarde
True,-1,False,tarde
True,4,False,tarde
True,-5,False,tarde
True,12,False,tarde
True,5,False,tarde
True,-6,False,tarde
True,0,False,tarde
True,-3,False,mañana
True,0,False,mañana
True,3,False,mañana
True,-1,False,mañana
True,-5,False,mañana
True,-9,False,mañana
True,-2,False,mañana
True,2,False,mañana
True,1,False,mañana
True,-2,False,mañana
True,-10,False,mañana
True,1,False,mañana
True,-1,False,mañana
True,-2,False,mañana
True,-6,False,mañana
True,8,False,mañana
True,-6,False,mañana
True,-2,False,mañana
True,4,False,mañana
True,-4,False,mañana
True,-8,False,mañana
True,-5,False,mañana
True,1,False,mañana
True,-1,False,mañana
True,-7,False,mañana
True,-3,False,mañana
True,-1,False,mañana
True,-3,False,mañana
True,-11,False,mañana
True,7,False,mañana
True,8,False,mañana
True,-3,False,tarde
True,0,False,tarde
True,-4,False,tarde
True,0,False,tarde
True,0,False,tarde
True,-12,False,tarde
True,8,False,tarde
True,24,True,tarde
True,1,False,tarde
True,-10,False,tarde
True,-9,False,tarde
True,-6,False,tarde
True,-6,False,tarde
True,6,False,tarde
True,-6,False,tarde
True,14,False,tarde
True,0,False,tarde
True,-4,False,tarde
True,-4,False,tarde
True,-10,False,tarde
True,19,True,tarde
True,-2,False,tarde
True,-8,False,tarde
True,3,False,tarde
True,-4,False,tarde
True,-4,False,tarde
True,-1,False,tarde
True,10,False,tarde
True,-9,False,tarde
True,3,False,tarde
True,0,False,tarde
True,-6,False,noche
True,-6,False,noche
True,-7,False,noche
True,-9,False,noche
True,-4,False,noche
True,4,False,noche
True,-2,False,noche
True,32,True,noche
True,-8,False,noche
True,3,False,noche
True,-9,False,noche
True,-11,False,noche
True,-6,False,noche
True,-13,False,noche
True,-10,False,noche
True,-12,False,noche
True,2,False,noche
True,-14,False,noche
True,-10,False,noche
True,-8,False,noche
True,-4,False,noche
True,-14,False,noche
True,-4,False,noche
True,-6,False,noche
True,-2,False,noche
True,-8,False,noche
True,-10,False,noche
True,0,False,noche
True,8,False,mañana
True,-7,False,mañana
True,4,False,mañana
True,15,False,mañana
True,-3,False,mañana
True,6,False,mañana
True,57,True,mañana
True,8,False,mañana
True,26,True,mañana
True,-1,False,mañana
True,-5,False,mañana
True,-2,False,mañana
True,4,False,mañana
True,-8,False,mañana
True,9,False,mañana
True,2,False,mañana
True,2,False,mañana
True,4,False,mañana
True,-10,False,mañana
True,-1,False,mañana
True,6,False,mañana
True,1,False,mañana
True,0,False,mañana
True,-7,False,mañana
True,7,False,mañana
True,-2,False,noche
True,3,False,noche
True,-3,False,noche
True,-1,False,noche
True,4,False,noche
True,4,False,noche
True,1,False,noche
True,-4,False,noche
True,16,True,noche
True,4,False,noche
True,4,False,noche
True,0,False,noche
True,16,True,noche
True,4,False,noche
True,-4,False,noche
True,0,False,noche
True,0,False,noche
True,9,False,noche
True,6,False,noche
True,-7,False,noche
True,-7,False,noche
True,-7,False,noche
True,-1,False,noche
True,-2,False,noche
True,8,False,noche
True,-12,False,noche
True,-6,False,noche
True,0,False,noche
True,1,False,noche
True,-4,False,noche
True,6,False,noche
True,-3,False,noche
True,-8,False,noche
True,-5,False,noche
True,-3,False,noche
True,-3,False,noche
True,7,False,noche
True,58,True,noche
True,24,True,noche
True,6,False,noche
True,13,False,noche
True,-3,False,noche
True,-1,False,noche
True,0,False,noche
True,-8,False,noche
True,2,False,noche
True,-5,False,noche
True,2,False,noche
True,-3,False,noche
True,-8,False,noche
True,-8,False,noche
True,0,False,noche
True,0,False,noche
True,-14,False,noche
True,-5,False,noche
True,-10,False,noche
True,1,False,noche
True,-2,False,noche
True,8,False,noche
True,5,False,noche
True,15,False,mañana
True,-4,False,noche
True,-6,False,noche
True,-2,False,noche
True,-3,False,noche
True,-1,False,noche
True,40,True,mañana
True,-6,False,noche
True,-5,False,noche
True,-4,False,noche
True,-9,False,noche
True,16,True,noche
True,3,False,noche
True,-4,False,noche
True,-8,False,noche
True,1,False,noche
True,0,False,noche
True,18,True,noche
True,-1,False,noche
True,-1,False,noche
True,-2,False,noche
True,-4,False,noche
True,2,False,noche
True,50,True,noche
True,-4,False,noche
True,14,False,noche
True,-4,False,noche
True,0,False,noche
True,1,False,noche
True,72,True,noche
True,20,True,noche
True,5,False,noche
True,13,False,mañana
True,-10,False,mañana
True,-6,False,mañana
True,3,False,mañana
True,-9,False,mañana
True,18,True,mañana
True,-9,False,mañana
True,-10,False,mañana
True,-13,False,mañana
True,-7,False,mañana
True,-5,False,mañana
True,-3,False,mañana
True,-13,False,mañana
True,30,True,mañana
True,-10,False,mañana
True,0,False,mañana
True,4,False,mañana
True,-8,False,mañana
True,-8,False,mañana
True,-6,False,mañana
True,-9,False,mañana
True,-8,False,mañana
True,-14,False,mañana
True,-7,False,mañana
True,-11,False,mañana
True,6,False,tarde
True,40,True,tarde
True,29,True,tarde
True,15,False,tarde
True,51,True,tarde
True,34,True,tarde
True,28,True,tarde
True,32,True,tarde
True,41,True,tarde
True,138,True,tarde
True,38,True,tarde
True,27,True,tarde
True,33,True,tarde
True,57,True,tarde
True,7,False,tarde
True,10,False,tarde
True,37,True,tarde
True,38,True,tarde
True,34,True,tarde
True,25,True,tarde
True,15,False,tarde
True,8,False,tarde
True,4,False,tarde
True,-1,False,tarde
True,42,True,tarde
True,7,False,tarde
True,13,False,tarde
True,8,False,tarde
True,-5,False,tarde
True,47,True,tarde
True,33,True,tarde
True,-9,False,noche
True,13,False,noche
True,47,True,noche
True,17,True,noche
True,-10,False,noche
True,54,True,noche
True,2,False,noche
True,-3,False,noche
True,-3,False,noche
True,9,False,noche
True,14,False,noche
True,6,False,noche
True,1,False,noche
True,-2,False,noche
True,0,False,noche
True,-8,False,noche
True,-8,False,noche
True,-8,False,noche
True,-6,False,noche
True,1,False,noche
True,-4,False,noche
True,-2,False,tarde
True,9,False,tarde
True,-2,False,tarde
True,4,False,tarde
True,15,False,tarde
True,1,False,tarde
True,2,False,tarde
True,7,False,tarde
True,-11,False,tarde
True,15,False,tarde
True,0,False,tarde
True,2,False,tarde
True,4,False,tarde
True,3,False,tarde
True,19,True,tarde
True,39,True,tarde
True,3,False,tarde
True,12,False,tarde
True,17,True,tarde
True,65,True,tarde
True,4,False,tarde
True,6,False,tarde
True,9,False,tarde
True,6,False,tarde
True,27,True,tarde
True,2,False,tarde
True,3,False,tarde
True,-7,False,tarde
True,-3,False,tarde
True,4,False,tarde
True,15,False,tarde
True,-1,False,tarde
True,-13,False,tarde
True,-4,False,tarde
True,1,False,tarde
True,-2,False,tarde
True,-6,False,tarde
True,23,True,tarde
True,-4,False,tarde
True,2,False,tarde
True,15,False,tarde
True,2,False,tarde
True,29,True,tarde
True,3,False,tarde
True,0,False,tarde
True,1,False,tarde
True,11,False,tarde
True,-4,False,tarde
True,-8,False,tarde
True,3,False,tarde
True,23,True,tarde
True,25,True,tarde
True,21,True,tarde
True,-3,False,mañana
True,5,False,mañana
True,0,False,mañana
True,24,True,mañana
True,8,False,mañana
True,1,False,mañana
True,15,False,mañana
True,6,False,mañana
True,12,False,mañana
True,11,False,mañana
True,6,False,mañana
True,1,False,mañana
True,11,False,mañana
True,13,False,mañana
True,23,True,mañana
True,5,False,mañana
True,15,False,mañana
True,14,False,mañana
True,11,False,mañana
True,-2,False,mañana
True,10,False,mañana
True,12,False,mañana
True,6,False,mañana
True,14,False,mañana
True,64,True,mañana
True,2,False,mañana
True,9,False,mañana
True,10,False,mañana
True,29,True,mañana
True,8,False,mañana
True,10,False,mañana
True,81,True,tarde
True,37,True,tarde
True,88,True,tarde
True,96,True,tarde
True,32,True,tarde
True,56,True,tarde
True,39,True,tarde
True,32,True,tarde
True,34,True,tarde
True,41,True,tarde
True,9,False,tarde
True,126,True,tarde
True,22,True,tarde
True,18,True,tarde
True,26,True,tarde
True,16,True,tarde
True,37,True,tarde
True,61,True,tarde
True,69,True,tarde
True,31,True,tarde
True,4,False,noche
True,0,False,noche
True,-5,False,noche
True,-3,False,noche
True,-2,False,noche
True,-2,False,noche
True,-5,False,noche
True,7,False,noche
True,3,False,noche
True,13,False,noche
True,0,False,noche
True,3,False,noche
True,0,False,noche
True,4,False,noche
True,-1,False,noche
True,-6,False,noche
True,11,False,noche
True,-4,False,noche
True,-7,False,noche
True,8,False,noche
True,-6,False,noche
True,3,False,noche
True,2,False,noche
True,-6,False,noche
True,-4,False,noche
True,-3,False,noche
True,-14,False,noche
True,-4,False,noche
True,-12,False,noche
True,-11,False,noche
True,15,False,tarde
True,5,False,tarde
True,9,False,tarde
True,8,False,tarde
True,33,True,tarde
True,16,True,tarde
True,25,True,tarde
True,7,False,tarde
True,7,False,tarde
True,6,False,tarde
True,6,False,tarde
True,50,True,mañana
True,7,False,tarde
True,5,False,tarde
True,7,False,tarde
True,8,False,tarde
True,-4,False,tarde
True,1,False,tarde
True,15,False,tarde
True,7,False,tarde
True,68,True,tarde
True,14,False,tarde
True,4,False,tarde
True,14,False,tarde
True,11,False,tarde
True,15,False,tarde
True,2,False,tarde
True,10,False,tarde
True,4,False,tarde
True,-1,False,tarde
True,17,True,tarde
True,2,False,tarde
True,0,False,tarde
True,7,False,tarde
True,-1,False,tarde
True,13,False,tarde
True,-3,False,tarde
True,-2,False,tarde
True,-2,False,tarde
True,8,False,tarde
True,8,False,tarde
True,10,False,noche
True,-3,False,noche
True,11,False,noche
True,0,False,noche
True,9,False,noche
True,1,False,noche
True,-3,False,noche
True,7,False,noche
True,12,False,noche
True,14,False,noche
True,9,False,noche
True,-2,False,noche
True,-3,False,noche
True,3,False,noche
True,1,False,noche
True,2,False,noche
True,6,False,tarde
True,13,False,tarde
True,15,False,tarde
True,-3,False,tarde
True,88,True,tarde
True,0,False,tarde
True,13,False,tarde
True,13,False,tarde
True,5,False,tarde
True,7,False,tarde
True,2,False,tarde
True,14,False,tarde
True,7,False,tarde
True,12,False,tarde
True,1,False,tarde
True,57,True,tarde
True,26,True,tarde
True,34,True,tarde
True,7,False,tarde
True,4,False,tarde
True,3,False,tarde
True,10,False,tarde
True,10,False,tarde
True,0,False,tarde
True,22,True,tarde
True,5,False,tarde
True,7,False,tarde
True,5,False,tarde
True,10,False,tarde
True,-4,False,tarde
True,1,False,tarde
True,-3,False,noche
True,-2,False,noche
True,10,False,noche
True,6,False,noche
True,19,True,noche
True,2,False,noche
True,9,False,noche
True,2,False,noche
True,12,False,noche
True,3,False,noche
True,-1,False,noche
True,-2,False,noche
True,2,False,noche
True,-2,False,noche
True,7,False,noche
True,8,False,noche
True,3,False,noche
True,0,False,noche
True,0,False,noche
True,-8,False,noche
True,-1,False,noche
True,19,True,noche
True,4,False,noche
True,10,False,noche
True,-4,False,noche
True,15,False,noche
True,0,False,noche
True,0,False,noche
True,6,False,noche
True,14,False,noche
True,-3,False,noche
True,-3,False,noche
True,10,False,noche
True,2,False,noche
True,9,False,noche
True,-9,False,noche
True,-5,False,noche
True,13,False,noche
True,17,True,noche
True,29,True,noche
True,-5,False,noche
True,10,False,noche
True,14,False,noche
True,2,False,tarde
True,16,True,tarde
True,2,False,tarde
True,7,False,tarde
True,10,False,tarde
True,10,False,tarde
True,13,False,tarde
True,0,False,tarde
True,13,False,tarde
True,5,False,tarde
True,5,False,tarde
True,9,False,tarde
True,10,False,tarde
True,6,False,tarde
True,17,True,noche
True,15,False,tarde
True,27,True,tarde
True,9,False,tarde
True,21,True,tarde
True,15,False,tarde
True,7,False,tarde
True,9,False,tarde
True,-2,False,tarde
True,18,True,tarde
True,18,True,tarde
True,1,False,tarde
True,2,False,tarde
True,3,False,tarde
True,-1,False,tarde
True,13,False,tarde
True,-1,False,tarde
True,-5,False,tarde
True,60,True,noche
True,17,True,noche
True,12,False,noche
True,19,True,noche
True,44,True,noche
True,15,False,noche
True,15,False,noche
True,8,False,noche
True,1,False,noche
True,46,True,mañana
True,17,True,mañana
True,14,False,mañana
True,10,False,mañana
True,25,True,mañana
True,23,True,mañana
True,0,False,mañana
True,12,False,mañana
True,18,True,mañana
True,18,True,tarde
True,5,False,mañana
True,-2,False,mañana
True,38,True,mañana
True,4,False,mañana
True,5,False,mañana
True,35,True,mañana
True,14,False,tarde
True,3,False,tarde
True,3,False,tarde
True,11,False,tarde
True,15,False,tarde
True,8,False,tarde
True,13,False,tarde
True,15,False,tarde
True,10,False,tarde
True,3,False,tarde
True,1,False,tarde
True,-4,False,tarde
True,14,False,tarde
True,14,False,tarde
True,9,False,tarde
True,5,False,tarde
True,6,False,tarde
True,16,True,tarde
True,4,False,tarde
True,16,True,tarde
True,13,False,tarde
True,32,True,tarde
True,-3,False,tarde
True,0,False,tarde
True,3,False,tarde
True,25,True,tarde
True,28,True,tarde
True,1,False,tarde
True,1,False,tarde
True,17,True,tarde
True,10,False,tarde
True,16,True,noche
True,6,False,noche
True,7,False,noche
True,6,False,noche
True,12,False,noche
True,15,False,noche
True,94,True,noche
True,19,True,noche
True,25,True,noche
True,23,True,noche
True,17,True,noche
True,8,False,noche
True,10,False,noche
True,26,True,noche
True,17,True,noche
True,16,True,noche
True,28,True,noche
True,12,False,noche
True,25,True,noche
True,2,False,noche
True,-4,False,noche
True,13,False,noche
True,16,True,noche
True,8,False,noche
True,8,False,noche
True,9,False,noche
True,7,False,noche
True,12,False,noche
True,8,False,noche
True,12,False,noche
True,12,False,noche
True,35,True,mañana
True,11,False,mañana
True,133,True,mañana
True,37,True,mañana
True,13,False,mañana
True,13,False,mañana
True,27,True,mañana
True,159,True,mañana
True,1,False,mañana
True,15,False,mañana
True,2,False,mañana
True,4,False,mañana
True,20,True,mañana
True,14,False,mañana
True,22,True,mañana
True,2,False,mañana
True,12,False,mañana
True,3,False,mañana
True,21,True,mañana
True,16,True,mañana
True,10,False,mañana
True,8,False,mañana
True,19,True,mañana
True,6,False,mañana
True,6,False,mañana
True,13,False,mañana
True,9,False,mañana
True,18,True,mañana
True,6,False,mañana
True,25,True,mañana
True,-2,False,tarde
True,43,True,noche
True,3,False,tarde
True,12,False,tarde
True,6,False,tarde
True,16,True,tarde
True,-1,False,tarde
True,13,False,tarde
True,2,False,tarde
True,8,False,tarde
True,11,False,tarde
True,26,True,tarde
True,0,False,tarde
True,4,False,tarde
True,4,False,tarde
True,18,True,tarde
True,5,False,tarde
True,1,False,tarde
True,-1,False,tarde
True,-2,False,tarde
True,18,True,tarde
True,18,True,tarde
True,7,False,tarde
True,7,False,tarde
True,1,False,tarde
True,37,True,tarde
True,75,True,noche
True,-3,False,noche
True,9,False,noche
True,18,True,noche
True,12,False,noche
True,15,False,noche
True,5,False,noche
True,14,False,noche
True,20,True,noche
True,-7,False,noche
True,-2,False,noche
True,-6,False,noche
True,-2,False,noche
True,10,False,tarde
True,0,False,tarde
True,5,False,mañana
True,-6,False,tarde
True,9,False,noche
True,5,False,mañana
True,25,True,noche
True,-5,False,mañana
True,1,False,mañana
True,0,False,mañana
True,-2,False,mañana
True,-3,False,mañana
True,1,False,mañana
True,1,False,mañana
True,-4,False,mañana
True,-4,False,mañana
True,-4,False,mañana
True,2,False,mañana
True,-3,False,mañana
True,2,False,mañana
True,25,True,mañana
True,-1,False,mañana
True,3,False,mañana
True,-4,False,mañana
True,4,False,mañana
True,-3,False,mañana
True,-1,False,mañana
True,4,False,mañana
True,14,False,mañana
True,-3,False,mañana
True,-2,False,mañana
True,-2,False,mañana
True,0,False,mañana
True,-2,False,mañana
True,4,False,mañana
True,12,False,mañana
True,0,False,mañana
True,-2,False,mañana
True,-3,False,tarde
True,-1,False,tarde
True,35,True,tarde
True,-2,False,tarde
True,0,False,tarde
True,4,False,tarde
True,7,False,tarde
True,53,True,tarde
True,1,False,tarde
True,-3,False,tarde
True,-3,False,tarde
True,-1,False,tarde
True,-3,False,tarde
True,-2,False,tarde
True,-1,False,tarde
True,11,False,tarde
True,10,False,tarde
True,5,False,mañana
True,-7,False,mañana
True,-2,False,mañana
True,8,False,mañana
True,2,False,mañana
True,-2,False,mañana
True,-2,False,mañana
True,-7,False,mañana
True,-1,False,mañana
True,0,False,mañana
True,-1,False,mañana
True,11,False,mañana
True,10,False,mañana
True,20,True,mañana
True,10,False,mañana
True,-2,False,mañana
True,3,False,mañana
True,2,False,mañana
True,1,False,mañana
True,-1,False,mañana
True,3,False,mañana
True,1,False,mañana
True,-4,False,mañana
True,-1,False,mañana
True,6,False,mañana
True,-1,False,mañana
True,-3,False,mañana
True,14,False,mañana
True,1,False,mañana
True,-2,False,mañana
True,11,False,mañana
True,-1,False,tarde
True,8,False,mañana
True,-4,False,mañana
True,-4,False,tarde
True,-4,False,mañana
True,24,True,mañana
True,-4,False,tarde
True,1,False,mañana
True,-3,False,mañana
True,5,False,tarde
True,-3,False,mañana
True,-1,False,mañana
True,-5,False,tarde
True,-1,False,mañana
True,12,False,mañana
True,-2,False,mañana
True,12,False,mañana
True,6,False,mañana
True,-3,False,mañana
True,-1,False,mañana
True,1,False,mañana
True,-6,False,mañana
True,-1,False,mañana
True,0,False,mañana
True,0,False,mañana
True,12,False,mañana
True,7,False,mañana
True,7,False,mañana
True,-1,False,mañana
True,3,False,mañana
True,5,False,mañana
True,-3,False,mañana
True,0,False,mañana
True,6,False,mañana
True,4,False,mañana
True,-5,False,mañana
True,-3,False,mañana
True,8,False,mañana
True,0,False,mañana
True,3,False,mañana
True,21,True,mañana
True,12,False,mañana
True,1,False,mañana
True,0,False,mañana
True,-4,False,tarde
True,12,False,tarde
True,-4,False,tarde
True,-2,False,tarde
True,-1,False,tarde
True,0,False,tarde
True,-2,False,tarde
True,-6,False,tarde
True,-3,False,tarde
True,2,False,tarde
True,-1,False,tarde
True,3,False,tarde
True,7,False,tarde
True,-7,False,tarde
True,-7,False,tarde
True,9,False,tarde
True,4,False,tarde
True,-5,False,tarde
True,-1,False,tarde
True,1,False,tarde
True,2,False,tarde
True,1,False,tarde
True,10,False,tarde
True,0,False,tarde
True,6,False,tarde
True,0,False,tarde
True,-3,False,tarde
True,-1,False,tarde
True,0,False,tarde
True,-2,False,tarde
True,2,False,tarde
True,0,False,tarde
True,-8,False,tarde
True,-1,False,tarde
True,-4,False,tarde
True,-2,False,tarde
True,-4,False,tarde
True,30,True,tarde
True,15,False,tarde
True,-6,False,noche
True,-3,False,noche
True,-2,False,noche
True,4,False,noche
True,0,False,noche
True,3,False,noche
True,-1,False,noche
True,-2,False,noche
True,-3,False,noche
True,-3,False,noche
True,0,False,noche
True,-7,False,noche
True,-2,False,noche
True,5,False,noche
